,text_1,english,polarity,score
371,sampah mudah masyarakat,society's easy trash,0.433333333,positif
372,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
373,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
374,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
375,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
376,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
377,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
378,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
379,sampah mudah masyarakat,society's easy trash,0.433333333,positif
380,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
381,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
382,program edukasi daur ulang masyarakat,community recycling education program,0,netral
383,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
384,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
385,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
386,proses angkut sampah lambat bikin bau sedap,the process of transporting waste is slow and makes it smell delicious,0.166666667,positif
387,sampah mudah masyarakat,society's easy trash,0.433333333,positif
388,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
389,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
390,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
391,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
392,program lingkung wilayah,regional environmental program,0,netral
393,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
394,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
395,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
396,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
397,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
398,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
399,bank sampah langkah edukasi lanjut,waste bank further educational steps,0.016666667,positif
400,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
401,harap kelola sampah,please manage waste,-0.2,negatif
402,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
403,kurang sampah plastik hasil,less plastic waste results,-0.183333333,negatif
404,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
405,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
406,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
407,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
408,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
409,sampah mudah masyarakat,society's easy trash,0.433333333,positif
410,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
411,kampanye kelola sampah bagus masyarakat,community good waste management campaign,0.25,positif
412,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
413,program edukasi daur ulang masyarakat,community recycling education program,0,netral
414,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
415,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
416,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
417,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
418,perintah serius tangan sampah kota,the serious command of the city's trash hand,-0.333333333,negatif
419,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
420,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
421,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
422,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
423,harap kelola sampah,please manage waste,-0.2,negatif
424,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
425,program edukasi daur ulang masyarakat,community recycling education program,0,netral
426,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
427,program edukasi daur ulang masyarakat,community recycling education program,0,netral
428,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
429,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
430,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
431,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
432,sampah plastik kelola,manage plastic waste,-0.2,negatif
433,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
434,sosialisasi daur ulang sampah tingkat,socialization of level waste recycling,-0.2,negatif
435,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
436,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
437,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
438,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
439,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
440,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
441,sampah mudah masyarakat,society's easy trash,0.433333333,positif
442,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
443,program kelola sampah efektif,effective waste management program,0.2,positif
444,program edukasi kurang sampah plastik manfaat,educational program for less plastic waste benefits,-0.038888889,negatif
445,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
446,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
447,sadar masyarakat rendah buang sampah sembarang,aware that low society people throw rubbish everywhere,0.125,positif
448,program kelola sampah efektif,effective waste management program,0.2,positif
449,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
450,kelola sampah makassar tingkat,manage waste Makassar level,-0.2,negatif
451,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
452,program edukasi daur ulang masyarakat,community recycling education program,0,netral
453,program kelola sampah makassar bagus bantu,Makassar waste management program is good to help,0.25,positif
454,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
455,moga perintah konsisten kelola sampah kota,Hopefully the order will be consistent in managing city waste,0.025,positif
456,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
457,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
458,regulasi kurang sampah plastik,regulations on reducing plastic waste,-0.2,negatif
459,tumpu sampah angkut bermingguminggu,dumped trash for weeks,0,netral
460,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
461,sampah sungai atas tindak nyata,river waste for real action,-0.025,negatif
462,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
463,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
464,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
465,program edukasi daur ulang masyarakat,community recycling education program,0,netral
466,kerjasama warga bersih lingkung kuat,Collaboration between citizens with a clean environment is strong,0.4,positif
467,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
468,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
469,bank sampah dorong jaga lingkung,Waste bank encourages environmental protection,-0.2,negatif
470,tingkat kelola sampah kota,level of city waste management,-0.2,negatif
471,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
472,harap kelola sampah,please manage waste,-0.2,negatif
473,sampah plastik kelola,manage plastic waste,-0.2,negatif
474,program edukasi daur ulang masyarakat,community recycling education program,0,netral
475,moga tingkat fasilitas kelola sampah lingkung,hopefully the level of environmental waste management facilities,-0.2,negatif
476,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
477,sampah plastik kelola,manage plastic waste,-0.2,negatif
478,sampah plastik kelola,manage plastic waste,-0.2,negatif
479,program kelola sampah efektif,effective waste management program,0.2,positif
480,sampah plastik kelola,manage plastic waste,-0.2,negatif
481,ubah kelola sampah masalah,change the waste management problem,-0.2,negatif
482,sampah orang buang sampah sembarang,people throw rubbish at random,-0.5,negatif
483,sadar masyarakat sampah sosialisasi,aware of the social waste of society,0.027777778,positif
484,sampah plastik dominasi solusi efektif,"plastic waste dominates, effective solution",0.2,positif
485,sampah sera pinggir jalan ganggu,roadside rubbish is a nuisance,0,netral
486,senang bank sampah lingkung,happy environmental waste bank,0.3,positif
